Estado;Tipo de crimen;Ocurrencias;Fecha
Rio de Janeiro;Lesiones corporales seguidas de muerte;3;01/11/2019
Rio de Janeiro;Robo a entidad financiera;3;01/11/2019
Rio de Janeiro;Robo de mercancía;521;01/11/2019
Rio de Janeiro;Robo de vehiculo;2979;01/11/2019
Rio de Janeiro;Robo seguido de muerte;12;01/11/2019
Rio de Janeiro;Tentativa de homicidio;268;01/11/2019
Rio de Janeiro;Violación;392;01/12/2019
Rio de Janeiro;Hurto en el vehículo;1230;01/12/2019
Rio de Janeiro;Homicidio doloso;300;01/12/2019
Rio de Janeiro;Lesiones corporales seguidas de muerte;8;01/12/2019
Rio de Janeiro;Robo a entidad financiera;8;01/12/2019
Rio de Janeiro;Robo de mercancía;609;01/12/2019
Rio de Janeiro;Robo de vehiculo;3118;01/12/2019
Rio de Janeiro;Robo seguido de muerte;5;01/12/2019
Rio de Janeiro;Tentativa de homicidio;272;01/12/2019
Rio Grande do Norte;Violación;9;01/01/2019
Rio Grande do Norte;Hurto en el vehículo;53;01/01/2019
Rio Grande do Norte;Homicidio doloso;67;01/01/2019
Rio Grande do Norte;Lesiones corporales seguidas de muerte;39;01/01/2019
Rio Grande do Norte;Robo a entidad financiera;0;01/01/2019
Rio Grande do Norte;Robo de mercancía;0;01/01/2019
Rio Grande do Norte;Robo de vehiculo;99;01/01/2019
Rio Grande do Norte;Robo seguido de muerte;9;01/01/2019
Rio Grande do Norte;Tentativa de homicidio;3;01/01/2019
Rio Grande do Norte;Violación;2;01/02/2019
Rio Grande do Norte;Hurto en el vehículo;67;01/02/2019
Rio Grande do Norte;Homicidio doloso;79;01/02/2019
Rio Grande do Norte;Lesiones corporales seguidas de muerte;15;01/02/2019
Rio Grande do Norte;Robo a entidad financiera;3;01/02/2019
Rio Grande do Norte;Robo de mercancía;0;01/02/2019
Rio Grande do Norte;Robo de vehiculo;106;01/02/2019
Rio Grande do Norte;Robo seguido de muerte;4;01/02/2019
Rio Grande do Norte;Tentativa de homicidio;1;01/02/2019
Rio Grande do Norte;Violación;7;01/03/2019
Rio Grande do Norte;Hurto en el vehículo;39;01/03/2019
Rio Grande do Norte;Homicidio doloso;100;01/03/2019
Rio Grande do Norte;Lesiones corporales seguidas de muerte;14;01/03/2019
Rio Grande do Norte;Robo a entidad financiera;3;01/03/2019
Rio Grande do Norte;Robo de mercancía;0;01/03/2019
Rio Grande do Norte;Robo de vehiculo;114;01/03/2019
Rio Grande do Norte;Robo seguido de muerte;4;01/03/2019
Rio Grande do Norte;Tentativa de homicidio;0;01/03/2019
Rio Grande do Norte;Violación;11;01/04/2019
Rio Grande do Norte;Hurto en el vehículo;64;01/04/2019
Rio Grande do Norte;Homicidio doloso;77;01/04/2019
Rio Grande do Norte;Lesiones corporales seguidas de muerte;16;01/04/2019
Rio Grande do Norte;Robo a entidad financiera;0;01/04/2019
Rio Grande do Norte;Robo de mercancía;4;01/04/2019
Rio Grande do Norte;Robo de vehiculo;477;01/04/2019
Rio Grande do Norte;Robo seguido de muerte;6;01/04/2019
Rio Grande do Norte;Tentativa de homicidio;20;01/04/2019
Rio Grande do Norte;Violación;15;01/05/2019
Rio Grande do Norte;Hurto en el vehículo;80;01/05/2019
Rio Grande do Norte;Homicidio doloso;88;01/05/2019
Rio Grande do Norte;Lesiones corporales seguidas de muerte;18;01/05/2019
Rio Grande do Norte;Robo a entidad financiera;0;01/05/2019
Rio Grande do Norte;Robo de mercancía;3;01/05/2019
Rio Grande do Norte;Robo de vehiculo;531;01/05/2019
Rio Grande do Norte;Robo seguido de muerte;12;01/05/2019
Rio Grande do Norte;Tentativa de homicidio;25;01/05/2019
Rio Grande do Norte;Violación;24;01/06/2019
Rio Grande do Norte;Hurto en el vehículo;70;01/06/2019
Rio Grande do Norte;Homicidio doloso;80;01/06/2019
Rio Grande do Norte;Lesiones corporales seguidas de muerte;12;01/06/2019
Rio Grande do Norte;Robo a entidad financiera;0;01/06/2019
Rio Grande do Norte;Robo de mercancía;3;01/06/2019
Rio Grande do Norte;Robo de vehiculo;496;01/06/2019
Rio Grande do Norte;Robo seguido de muerte;2;01/06/2019
Rio Grande do Norte;Tentativa de homicidio;16;01/06/2019
Rio Grande do Norte;Violación;18;01/07/2019
Rio Grande do Norte;Hurto en el vehículo;89;01/07/2019
Rio Grande do Norte;Homicidio doloso;77;01/07/2019
Rio Grande do Norte;Lesiones corporales seguidas de muerte;8;01/07/2019
Rio Grande do Norte;Robo de mercancía;3;01/07/2019
Rio Grande do Norte;Robo de vehiculo;525;01/07/2019
Rio Grande do Norte;Robo seguido de muerte;7;01/07/2019
Rio Grande do Norte;Tentativa de homicidio;12;01/07/2019
Rio Grande do Norte;Violación;18;01/08/2019
Rio Grande do Norte;Hurto en el vehículo;63;01/08/2019
Rio Grande do Norte;Homicidio doloso;94;01/08/2019
Rio Grande do Norte;Lesiones corporales seguidas de muerte;15;01/08/2019
Rio Grande do Norte;Robo de mercancía;5;01/08/2019
Rio Grande do Norte;Robo de vehiculo;516;01/08/2019
Rio Grande do Norte;Robo seguido de muerte;2;01/08/2019
Rio Grande do Norte;Tentativa de homicidio;10;01/08/2019
Rio Grande do Norte;Violación;12;01/09/2019
Rio Grande do Norte;Hurto en el vehículo;7;01/09/2019
Rio Grande do Norte;Homicidio doloso;97;01/09/2019
Rio Grande do Norte;Lesiones corporales seguidas de muerte;18;01/09/2019
Rio Grande do Norte;Robo a entidad financiera;0;01/09/2019
Rio Grande do Norte;Robo de mercancía;0;01/09/2019
Rio Grande do Norte;Robo de vehiculo;124;01/09/2019
Rio Grande do Norte;Robo seguido de muerte;4;01/09/2019
Rio Grande do Norte;Tentativa de homicidio;0;01/09/2019
Rio Grande do Norte;Violación;41;01/10/2019
Rio Grande do Norte;Hurto en el vehículo;46;01/10/2019
Rio Grande do Norte;Homicidio doloso;78;01/10/2019
Rio Grande do Norte;Lesiones corporales seguidas de muerte;15;01/10/2019
Rio Grande do Norte;Robo de vehiculo;481;01/10/2019
Rio Grande do Norte;Robo seguido de muerte;4;01/10/2019
Rio Grande do Norte;Violación;31;01/11/2019
Rio Grande do Norte;Hurto en el vehículo;62;01/11/2019
Rio Grande do Norte;Homicidio doloso;82;01/11/2019
Rio Grande do Norte;Lesiones corporales seguidas de muerte;13;01/11/2019
Rio Grande do Norte;Robo de vehiculo;543;01/11/2019
Rio Grande do Norte;Robo seguido de muerte;3;01/11/2019
Rio Grande do Norte;Violación;47;01/12/2019
Rio Grande do Norte;Hurto en el vehículo;55;01/12/2019
Rio Grande do Norte;Homicidio doloso;108;01/12/2019
Rio Grande do Norte;Lesiones corporales seguidas de muerte;9;01/12/2019
Rio Grande do Norte;Robo de mercancía;0;01/12/2019
Rio Grande do Norte;Robo de vehiculo;501;01/12/2019
Rio Grande do Norte;Robo seguido de muerte;9;01/12/2019
Rio Grande do Norte;Tentativa de homicidio;16;01/12/2019
Rio Grande do Sul;Violación;528;01/01/2019
Rio Grande do Sul;Hurto en el vehículo;1061;01/01/2019
Rio Grande do Sul;Homicidio doloso;202;01/01/2019
Rio Grande do Sul;Lesiones corporales seguidas de muerte;2;01/01/2019
Rio Grande do Sul;Robo a entidad financiera;2;01/01/2019
Rio Grande do Sul;Robo de mercancía;48;01/01/2019
Rio Grande do Sul;Robo de vehiculo;1203;01/01/2019
Rio Grande do Sul;Robo seguido de muerte;8;01/01/2019
Rio Grande do Sul;Tentativa de homicidio;278;01/01/2019
Rio Grande do Sul;Violación;409;01/02/2019
Rio Grande do Sul;Hurto en el vehículo;1076;01/02/2019
Rio Grande do Sul;Homicidio doloso;143;01/02/2019
Rio Grande do Sul;Lesiones corporales seguidas de muerte;2;01/02/2019
Rio Grande do Sul;Robo a entidad financiera;9;01/02/2019
Rio Grande do Sul;Robo de mercancía;33;01/02/2019
Rio Grande do Sul;Robo de vehiculo;1104;01/02/2019
Rio Grande do Sul;Robo seguido de muerte;3;01/02/2019
Rio Grande do Sul;Tentativa de homicidio;265;01/02/2019
Rio Grande do Sul;Violación;420;01/03/2019
Rio Grande do Sul;Hurto en el vehículo;1171;01/03/2019
Rio Grande do Sul;Homicidio doloso;140;01/03/2019
Rio Grande do Sul;Lesiones corporales seguidas de muerte;5;01/03/2019
Rio Grande do Sul;Robo a entidad financiera;4;01/03/2019
Rio Grande do Sul;Robo de mercancía;20;01/03/2019
Rio Grande do Sul;Robo de vehiculo;957;01/03/2019
Rio Grande do Sul;Robo seguido de muerte;7;01/03/2019
Rio Grande do Sul;Tentativa de homicidio;268;01/03/2019
Rio Grande do Sul;Violación;402;01/04/2019
Rio Grande do Sul;Hurto en el vehículo;1134;01/04/2019
Rio Grande do Sul;Homicidio doloso;140;01/04/2019
Rio Grande do Sul;Lesiones corporales seguidas de muerte;1;01/04/2019
Rio Grande do Sul;Robo a entidad financiera;5;01/04/2019
Rio Grande do Sul;Robo de mercancía;21;01/04/2019
Rio Grande do Sul;Robo de vehiculo;1011;01/04/2019
Rio Grande do Sul;Robo seguido de muerte;5;01/04/2019
Rio Grande do Sul;Tentativa de homicidio;249;01/04/2019
Rio Grande do Sul;Violación;339;01/05/2019
Rio Grande do Sul;Hurto en el vehículo;1173;01/05/2019
Rio Grande do Sul;Homicidio doloso;131;01/05/2019
Rio Grande do Sul;Lesiones corporales seguidas de muerte;4;01/05/2019
Rio Grande do Sul;Robo a entidad financiera;5;01/05/2019
Rio Grande do Sul;Robo de mercancía;26;01/05/2019
Rio Grande do Sul;Robo de vehiculo;906;01/05/2019
Rio Grande do Sul;Robo seguido de muerte;5;01/05/2019
Rio Grande do Sul;Tentativa de homicidio;197;01/05/2019
Rio Grande do Sul;Violación;391;01/06/2019
Rio Grande do Sul;Hurto en el vehículo;1034;01/06/2019
Rio Grande do Sul;Homicidio doloso;144;01/06/2019
Rio Grande do Sul;Lesiones corporales seguidas de muerte;2;01/06/2019
Rio Grande do Sul;Robo a entidad financiera;4;01/06/2019
Rio Grande do Sul;Robo de mercancía;24;01/06/2019
Rio Grande do Sul;Robo de vehiculo;865;01/06/2019
Rio Grande do Sul;Robo seguido de muerte;4;01/06/2019
Rio Grande do Sul;Tentativa de homicidio;202;01/06/2019
Rio Grande do Sul;Violación;353;01/07/2019
Rio Grande do Sul;Hurto en el vehículo;1019;01/07/2019
Rio Grande do Sul;Homicidio doloso;136;01/07/2019
Rio Grande do Sul;Lesiones corporales seguidas de muerte;2;01/07/2019
Rio Grande do Sul;Robo a entidad financiera;3;01/07/2019
Rio Grande do Sul;Robo de mercancía;29;01/07/2019
Rio Grande do Sul;Robo de vehiculo;868;01/07/2019
Rio Grande do Sul;Robo seguido de muerte;2;01/07/2019
Rio Grande do Sul;Tentativa de homicidio;193;01/07/2019
Rio Grande do Sul;Violación;407;01/08/2019
Rio Grande do Sul;Hurto en el vehículo;1122;01/08/2019
Rio Grande do Sul;Homicidio doloso;111;01/08/2019
Rio Grande do Sul;Lesiones corporales seguidas de muerte;2;01/08/2019
Rio Grande do Sul;Robo a entidad financiera;5;01/08/2019
Rio Grande do Sul;Robo de mercancía;21;01/08/2019
Rio Grande do Sul;Robo de vehiculo;922;01/08/2019
Rio Grande do Sul;Robo seguido de muerte;9;01/08/2019
Rio Grande do Sul;Tentativa de homicidio;179;01/08/2019
Rio Grande do Sul;Violación;393;01/09/2019
Rio Grande do Sul;Hurto en el vehículo;1126;01/09/2019
Rio Grande do Sul;Homicidio doloso;125;01/09/2019
Rio Grande do Sul;Lesiones corporales seguidas de muerte;1;01/09/2019
Rio Grande do Sul;Robo a entidad financiera;4;01/09/2019
Rio Grande do Sul;Robo de mercancía;17;01/09/2019
Rio Grande do Sul;Robo de vehiculo;824;01/09/2019
Rio Grande do Sul;Robo seguido de muerte;3;01/09/2019
Rio Grande do Sul;Tentativa de homicidio;205;01/09/2019
Rio Grande do Sul;Violación;460;01/10/2019
Rio Grande do Sul;Hurto en el vehículo;1053;01/10/2019
Rio Grande do Sul;Homicidio doloso;129;01/10/2019
Rio Grande do Sul;Lesiones corporales seguidas de muerte;1;01/10/2019
Rio Grande do Sul;Robo a entidad financiera;6;01/10/2019
Rio Grande do Sul;Robo de mercancía;11;01/10/2019
Rio Grande do Sul;Robo de vehiculo;806;01/10/2019
Rio Grande do Sul;Robo seguido de muerte;2;01/10/2019
Rio Grande do Sul;Tentativa de homicidio;223;01/10/2019
Rio Grande do Sul;Violación;438;01/11/2019
Rio Grande do Sul;Hurto en el vehículo;1063;01/11/2019
Rio Grande do Sul;Homicidio doloso;127;01/11/2019
Rio Grande do Sul;Lesiones corporales seguidas de muerte;3;01/11/2019
Rio Grande do Sul;Robo a entidad financiera;0;01/11/2019
Rio Grande do Sul;Robo de mercancía;26;01/11/2019
Rio Grande do Sul;Robo de vehiculo;832;01/11/2019
Rio Grande do Sul;Robo seguido de muerte;8;01/11/2019
Rio Grande do Sul;Tentativa de homicidio;197;01/11/2019
Rio Grande do Sul;Violación;456;01/12/2019
Rio Grande do Sul;Hurto en el vehículo;1073;01/12/2019
Rio Grande do Sul;Homicidio doloso;171;01/12/2019
Rio Grande do Sul;Lesiones corporales seguidas de muerte;3;01/12/2019
Rio Grande do Sul;Robo a entidad financiera;5;01/12/2019
Rio Grande do Sul;Robo de mercancía;30;01/12/2019
Rio Grande do Sul;Robo de vehiculo;827;01/12/2019
Rio Grande do Sul;Robo seguido de muerte;7;01/12/2019
Rio Grande do Sul;Tentativa de homicidio;240;01/12/2019
Rondonia;Violación;85;01/01/2019
Rondonia;Hurto en el vehículo;187;01/01/2019
Rondonia;Homicidio doloso;40;01/01/2019
Rondonia;Lesiones corporales seguidas de muerte;1;01/01/2019
Rondonia;Robo a entidad financiera;0;01/01/2019
Rondonia;Robo de mercancía;0;01/01/2019
Rondonia;Robo de vehiculo;183;01/01/2019
Rondonia;Robo seguido de muerte;2;01/01/2019
Rondonia;Tentativa de homicidio;53;01/01/2019
Rondonia;Violación;84;01/02/2019
Rondonia;Hurto en el vehículo;199;01/02/2019
Rondonia;Homicidio doloso;34;01/02/2019
Rondonia;Lesiones corporales seguidas de muerte;0;01/02/2019
Rondonia;Robo a entidad financiera;0;01/02/2019
Rondonia;Robo de mercancía;0;01/02/2019
Rondonia;Robo de vehiculo;190;01/02/2019
Rondonia;Robo seguido de muerte;1;01/02/2019
Rondonia;Tentativa de homicidio;47;01/02/2019
Rondonia;Violación;90;01/03/2019
Rondonia;Hurto en el vehículo;223;01/03/2019
Rondonia;Homicidio doloso;35;01/03/2019
Rondonia;Lesiones corporales seguidas de muerte;1;01/03/2019
Rondonia;Robo a entidad financiera;0;01/03/2019
Rondonia;Robo de mercancía;0;01/03/2019
Rondonia;Robo de vehiculo;227;01/03/2019
Rondonia;Robo seguido de muerte;1;01/03/2019
Rondonia;Tentativa de homicidio;49;01/03/2019
Rondonia;Violación;80;01/04/2019
Rondonia;Hurto en el vehículo;167;01/04/2019
Rondonia;Homicidio doloso;29;01/04/2019
Rondonia;Lesiones corporales seguidas de muerte;0;01/04/2019
Rondonia;Robo a entidad financiera;0;01/04/2019
Rondonia;Robo de mercancía;0;01/04/2019
Rondonia;Robo de vehiculo;213;01/04/2019
Rondonia;Robo seguido de muerte;1;01/04/2019
Rondonia;Tentativa de homicidio;69;01/04/2019
Rondonia;Violación;91;01/05/2019
Rondonia;Hurto en el vehículo;213;01/05/2019
Rondonia;Homicidio doloso;31;01/05/2019
Rondonia;Lesiones corporales seguidas de muerte;1;01/05/2019
Rondonia;Robo a entidad financiera;0;01/05/2019
Rondonia;Robo de mercancía;0;01/05/2019
Rondonia;Robo de vehiculo;170;01/05/2019
Rondonia;Robo seguido de muerte;3;01/05/2019
Rondonia;Tentativa de homicidio;49;01/05/2019
Rondonia;Violación;83;01/06/2019
Rondonia;Hurto en el vehículo;192;01/06/2019
Rondonia;Homicidio doloso;31;01/06/2019
Rondonia;Lesiones corporales seguidas de muerte;0;01/06/2019
Rondonia;Robo a entidad financiera;0;01/06/2019
Rondonia;Robo de mercancía;1;01/06/2019
Rondonia;Robo de vehiculo;177;01/06/2019
Rondonia;Robo seguido de muerte;0;01/06/2019
Rondonia;Tentativa de homicidio;56;01/06/2019
Rondonia;Violación;78;01/07/2019
Rondonia;Hurto en el vehículo;196;01/07/2019
Rondonia;Homicidio doloso;31;01/07/2019
Rondonia;Lesiones corporales seguidas de muerte;1;01/07/2019
Rondonia;Robo a entidad financiera;0;01/07/2019
Rondonia;Robo de mercancía;0;01/07/2019
Rondonia;Robo de vehiculo;155;01/07/2019
Rondonia;Robo seguido de muerte;3;01/07/2019
Rondonia;Tentativa de homicidio;47;01/07/2019
Rondonia;Violación;112;01/08/2019
Rondonia;Hurto en el vehículo;204;01/08/2019
Rondonia;Homicidio doloso;24;01/08/2019
Rondonia;Lesiones corporales seguidas de muerte;0;01/08/2019
Rondonia;Robo a entidad financiera;0;01/08/2019
Rondonia;Robo de mercancía;0;01/08/2019
Rondonia;Robo de vehiculo;156;01/08/2019
Rondonia;Robo seguido de muerte;2;01/08/2019
Rondonia;Tentativa de homicidio;48;01/08/2019
Rondonia;Violación;115;01/09/2019
Rondonia;Hurto en el vehículo;163;01/09/2019
Rondonia;Homicidio doloso;28;01/09/2019
Rondonia;Lesiones corporales seguidas de muerte;1;01/09/2019
Rondonia;Robo a entidad financiera;1;01/09/2019
Rondonia;Robo de mercancía;0;01/09/2019
Rondonia;Robo de vehiculo;77;01/09/2019
Rondonia;Robo seguido de muerte;0;01/09/2019
Rondonia;Tentativa de homicidio;72;01/09/2019
Rondonia;Violación;115;01/10/2019
Rondonia;Hurto en el vehículo;170;01/10/2019
Rondonia;Homicidio doloso;40;01/10/2019
Rondonia;Lesiones corporales seguidas de muerte;0;01/10/2019
Rondonia;Robo a entidad financiera;0;01/10/2019
Rondonia;Robo de mercancía;0;01/10/2019
Rondonia;Robo de vehiculo;93;01/10/2019
Rondonia;Robo seguido de muerte;0;01/10/2019
Rondonia;Tentativa de homicidio;69;01/10/2019
Rondonia;Violación;81;01/11/2019
Rondonia;Hurto en el vehículo;177;01/11/2019
Rondonia;Homicidio doloso;33;01/11/2019
Rondonia;Lesiones corporales seguidas de muerte;2;01/11/2019
Rondonia;Robo a entidad financiera;0;01/11/2019
Rondonia;Robo de mercancía;1;01/11/2019
Rondonia;Robo de vehiculo;96;01/11/2019
Rondonia;Robo seguido de muerte;3;01/11/2019
Rondonia;Tentativa de homicidio;57;01/11/2019
Rondonia;Violación;78;01/12/2019
Rondonia;Hurto en el vehículo;98;01/12/2019
Rondonia;Homicidio doloso;22;01/12/2019
Rondonia;Lesiones corporales seguidas de muerte;0;01/12/2019
Rondonia;Robo a entidad financiera;0;01/12/2019
Rondonia;Robo de mercancía;0;01/12/2019
Rondonia;Robo de vehiculo;79;01/12/2019
Rondonia;Robo seguido de muerte;0;01/12/2019
Rondonia;Tentativa de homicidio;74;01/12/2019
Roraima;Violación;9;01/01/2019
Roraima;Hurto en el vehículo;44;01/01/2019
Roraima;Homicidio doloso;15;01/01/2019
Roraima;Lesiones corporales seguidas de muerte;2;01/01/2019
Roraima;Robo a entidad financiera;0;01/01/2019
Roraima;Robo de mercancía;0;01/01/2019
Roraima;Robo de vehiculo;29;01/01/2019
Roraima;Robo seguido de muerte;3;01/01/2019
Roraima;Tentativa de homicidio;5;01/01/2019
Roraima;Violación;10;01/02/2019
Roraima;Hurto en el vehículo;30;01/02/2019
Roraima;Homicidio doloso;19;01/02/2019
Roraima;Lesiones corporales seguidas de muerte;0;01/02/2019
Roraima;Robo a entidad financiera;0;01/02/2019
Roraima;Robo de mercancía;0;01/02/2019
Roraima;Robo de vehiculo;20;01/02/2019
Roraima;Robo seguido de muerte;2;01/02/2019
Roraima;Tentativa de homicidio;6;01/02/2019
Roraima;Violación;18;01/03/2019
Roraima;Hurto en el vehículo;47;01/03/2019
Roraima;Homicidio doloso;18;01/03/2019
Roraima;Lesiones corporales seguidas de muerte;0;01/03/2019
Roraima;Robo a entidad financiera;0;01/03/2019
Roraima;Robo de mercancía;0;01/03/2019
Roraima;Robo de vehiculo;32;01/03/2019
Roraima;Robo seguido de muerte;0;01/03/2019
Roraima;Tentativa de homicidio;2;01/03/2019
Roraima;Violación;30;01/04/2019
Roraima;Hurto en el vehículo;49;01/04/2019
Roraima;Homicidio doloso;21;01/04/2019
Roraima;Lesiones corporales seguidas de muerte;3;01/04/2019
Roraima;Robo a entidad financiera;0;01/04/2019
Roraima;Robo de mercancía;0;01/04/2019
Roraima;Robo de vehiculo;41;01/04/2019
Roraima;Robo seguido de muerte;0;01/04/2019
Roraima;Tentativa de homicidio;19;01/04/2019
Roraima;Violación;16;01/05/2019
Roraima;Hurto en el vehículo;34;01/05/2019
Roraima;Homicidio doloso;19;01/05/2019
Roraima;Lesiones corporales seguidas de muerte;0;01/05/2019
Roraima;Robo a entidad financiera;0;01/05/2019
Roraima;Robo de mercancía;0;01/05/2019
Roraima;Robo de vehiculo;23;01/05/2019
Roraima;Robo seguido de muerte;1;01/05/2019
Roraima;Tentativa de homicidio;5;01/05/2019
Roraima;Violación;23;01/06/2019
Roraima;Hurto en el vehículo;36;01/06/2019
Roraima;Homicidio doloso;15;01/06/2019
Roraima;Lesiones corporales seguidas de muerte;1;01/06/2019
Roraima;Robo a entidad financiera;0;01/06/2019
Roraima;Robo de mercancía;0;01/06/2019
Roraima;Robo de vehiculo;24;01/06/2019
Roraima;Robo seguido de muerte;2;01/06/2019
Roraima;Tentativa de homicidio;19;01/06/2019
Roraima;Violación;19;01/07/2019
Roraima;Hurto en el vehículo;64;01/07/2019
Roraima;Homicidio doloso;27;01/07/2019
Roraima;Lesiones corporales seguidas de muerte;2;01/07/2019
Roraima;Robo a entidad financiera;0;01/07/2019
Roraima;Robo de mercancía;0;01/07/2019
Roraima;Robo de vehiculo;22;01/07/2019
Roraima;Robo seguido de muerte;2;01/07/2019
Roraima;Tentativa de homicidio;21;01/07/2019
Roraima;Violación;32;01/08/2019
Roraima;Hurto en el vehículo;53;01/08/2019
Roraima;Homicidio doloso;10;01/08/2019
Roraima;Lesiones corporales seguidas de muerte;0;01/08/2019
Roraima;Robo a entidad financiera;0;01/08/2019
Roraima;Robo de mercancía;0;01/08/2019
Roraima;Robo de vehiculo;16;01/08/2019
Roraima;Robo seguido de muerte;1;01/08/2019
Roraima;Tentativa de homicidio;12;01/08/2019
Roraima;Violación;15;01/09/2019
Roraima;Hurto en el vehículo;14;01/09/2019
Roraima;Homicidio doloso;19;01/09/2019
Roraima;Lesiones corporales seguidas de muerte;2;01/09/2019
Roraima;Robo a entidad financiera;0;01/09/2019
Roraima;Robo de mercancía;0;01/09/2019
Roraima;Robo de vehiculo;16;01/09/2019
Roraima;Robo seguido de muerte;2;01/09/2019
Roraima;Tentativa de homicidio;11;01/09/2019
Roraima;Violación;39;01/10/2019
Roraima;Hurto en el vehículo;95;01/10/2019
Roraima;Homicidio doloso;13;01/10/2019
Roraima;Lesiones corporales seguidas de muerte;1;01/10/2019
Roraima;Robo a entidad financiera;0;01/10/2019
Roraima;Robo de mercancía;1;01/10/2019
Roraima;Robo de vehiculo;44;01/10/2019
Roraima;Robo seguido de muerte;0;01/10/2019
Roraima;Tentativa de homicidio;15;01/10/2019
Roraima;Violación;34;01/11/2019
Roraima;Hurto en el vehículo;81;01/11/2019
Roraima;Homicidio doloso;9;01/11/2019
Roraima;Lesiones corporales seguidas de muerte;1;01/11/2019
Roraima;Robo a entidad financiera;0;01/11/2019
Roraima;Robo de mercancía;0;01/11/2019
Roraima;Robo de vehiculo;22;01/11/2019
Roraima;Robo seguido de muerte;2;01/11/2019
Roraima;Tentativa de homicidio;12;01/11/2019
Roraima;Violación;15;01/12/2019
Roraima;Hurto en el vehículo;70;01/12/2019
Roraima;Homicidio doloso;9;01/12/2019
Roraima;Lesiones corporales seguidas de muerte;0;01/12/2019
Roraima;Robo a entidad financiera;0;01/12/2019
Roraima;Robo de mercancía;0;01/12/2019
Roraima;Robo de vehiculo;26;01/12/2019
Roraima;Robo seguido de muerte;3;01/12/2019
Roraima;Tentativa de homicidio;6;01/12/2019
Santa Catarina;Violación;116;01/01/2019
Santa Catarina;Hurto en el vehículo;735;01/01/2019
Santa Catarina;Homicidio doloso;78;01/01/2019
Santa Catarina;Lesiones corporales seguidas de muerte;2;01/01/2019
Santa Catarina;Robo a entidad financiera;2;01/01/2019
Santa Catarina;Robo de mercancía;6;01/01/2019
Santa Catarina;Robo de vehiculo;122;01/01/2019
Santa Catarina;Robo seguido de muerte;4;01/01/2019
Santa Catarina;Tentativa de homicidio;104;01/01/2019
Santa Catarina;Violación;93;01/02/2019
Santa Catarina;Hurto en el vehículo;620;01/02/2019
Santa Catarina;Homicidio doloso;43;01/02/2019
Santa Catarina;Lesiones corporales seguidas de muerte;0;01/02/2019
Santa Catarina;Robo a entidad financiera;0;01/02/2019
Santa Catarina;Robo de mercancía;7;01/02/2019
Santa Catarina;Robo de vehiculo;118;01/02/2019
Santa Catarina;Robo seguido de muerte;0;01/02/2019
Santa Catarina;Tentativa de homicidio;71;01/02/2019
Santa Catarina;Violación;80;01/03/2019
Santa Catarina;Hurto en el vehículo;565;01/03/2019
Santa Catarina;Homicidio doloso;60;01/03/2019
Santa Catarina;Lesiones corporales seguidas de muerte;3;01/03/2019
Santa Catarina;Robo a entidad financiera;7;01/03/2019
Santa Catarina;Robo de mercancía;5;01/03/2019
Santa Catarina;Robo de vehiculo;98;01/03/2019
Santa Catarina;Robo seguido de muerte;4;01/03/2019
Santa Catarina;Tentativa de homicidio;76;01/03/2019
Santa Catarina;Violación;142;01/04/2019
Santa Catarina;Hurto en el vehículo;753;01/04/2019
Santa Catarina;Homicidio doloso;54;01/04/2019
Santa Catarina;Lesiones corporales seguidas de muerte;3;01/04/2019
Santa Catarina;Robo a entidad financiera;1;01/04/2019
Santa Catarina;Robo de mercancía;5;01/04/2019
Santa Catarina;Robo de vehiculo;126;01/04/2019
Santa Catarina;Robo seguido de muerte;3;01/04/2019
Santa Catarina;Tentativa de homicidio;147;01/04/2019
Santa Catarina;Violación;112;01/05/2019
Santa Catarina;Hurto en el vehículo;729;01/05/2019
Santa Catarina;Homicidio doloso;49;01/05/2019
Santa Catarina;Lesiones corporales seguidas de muerte;2;01/05/2019
Santa Catarina;Robo a entidad financiera;2;01/05/2019
Santa Catarina;Robo de mercancía;5;01/05/2019
Santa Catarina;Robo de vehiculo;157;01/05/2019
Santa Catarina;Robo seguido de muerte;2;01/05/2019
Santa Catarina;Tentativa de homicidio;127;01/05/2019
Santa Catarina;Violación;118;01/06/2019
Santa Catarina;Hurto en el vehículo;754;01/06/2019
Santa Catarina;Homicidio doloso;45;01/06/2019
Santa Catarina;Lesiones corporales seguidas de muerte;2;01/06/2019
Santa Catarina;Robo a entidad financiera;0;01/06/2019
Santa Catarina;Robo de mercancía;3;01/06/2019
Santa Catarina;Robo de vehiculo;118;01/06/2019
Santa Catarina;Robo seguido de muerte;3;01/06/2019
Santa Catarina;Tentativa de homicidio;104;01/06/2019
Santa Catarina;Violación;162;01/07/2019
Santa Catarina;Hurto en el vehículo;948;01/07/2019
Santa Catarina;Homicidio doloso;52;01/07/2019
Santa Catarina;Lesiones corporales seguidas de muerte;1;01/07/2019
Santa Catarina;Robo a entidad financiera;1;01/07/2019
Santa Catarina;Robo de mercancía;4;01/07/2019
Santa Catarina;Robo de vehiculo;176;01/07/2019
Santa Catarina;Robo seguido de muerte;0;01/07/2019
Santa Catarina;Tentativa de homicidio;115;01/07/2019
Santa Catarina;Violación;133;01/08/2019
Santa Catarina;Hurto en el vehículo;721;01/08/2019
Santa Catarina;Homicidio doloso;46;01/08/2019
Santa Catarina;Lesiones corporales seguidas de muerte;2;01/08/2019
Santa Catarina;Robo a entidad financiera;0;01/08/2019
